name,local health area,Zone,active cases,recovered cases,total cases,deaths,dose 1,dose 2,total dose administered,# of total outbreaks,population,population region,population ratio,age (0-14),age (15-64),age (65-84),age (85+),male,female,avg household size,non-immigrants,immigrants,recent immigrants,non pr,aboriginal,no certificate,high school,post-secondary,# of population over 15,labour participation rate,employement rate,driver+passenger,public transit,walked+bike,low income
WESTBROOK ESTATES (5540) ( 2.2%),Twin Brooks,Edmonton,1,49,50,0,944,201,1145,0,24,72810,0.018129378,240,840,225,15,695,630,3,830,365,115,130,25,95,170,810,1080,57.1,54.8,430,60,30,160
HADDOW (5610) ( 1.9%),Twin Brooks,Edmonton,4,155,160,2,3001,638,3640,0,242,72810,0.057615712,775,2860,515,50,2020,2175,3,2675,1465,170,55,75,310,685,2425,3420,72.4,67.8,1915,135,10,235
HODGSON (5620) ( 3.3%),Twin Brooks,Edmonton,2,93,96,1,1799,383,2182,0,87,72810,0.034541959,460,1790,250,20,1185,1330,3.1,1380,1085,120,55,20,215,435,1405,2055,67.2,62.5,965,170,20,115
LEGER (5630) ( 9.0%),Twin Brooks,Edmonton,3,111,115,1,2154,458,2611,0,124,72810,0.041340475,525,2060,405,20,1480,1535,3.1,1435,1500,220,75,35,220,490,1780,2490,66,60.8,1195,155,35,175
TERWILLEGAR TOWNE (5640) ( 3.8%),Twin Brooks,Edmonton,5,214,221,2,4150,882,5032,1,462,72810,0.079659387,1310,4115,350,30,2775,3025,3.2,3980,1650,310,170,90,440,950,3105,4490,76.1,72,2565,345,55,295
SOUTH TERWILLEGAR (5642) ( 4.3%),Twin Brooks,Edmonton,8,339,351,3,6579,1399,7977,1,1161,72810,0.126287598,2155,6620,400,20,4640,4560,3,5610,3305,675,290,230,565,1755,4720,7040,79,73.6,4095,655,60,675
CALLINGWOOD NORTH (4070) ( 7.3%),West Jasper Place,Edmonton,8,326,336,2,4183,736,4919,1,162,41705,0.062342645,580,1845,160,15,1305,1295,2.9,1645,870,420,85,200,255,535,1235,2020,77.5,68.9,1025,250,45,430
CALLINGWOOD SOUTH (4080) ( 9.1%),West Jasper Place,Edmonton,20,766,790,4,9838,1731,11568,2,897,41705,0.146625105,1065,4380,585,80,3005,3110,2.8,3805,2060,965,245,605,930,1620,2500,5045,71.5,64.4,2280,635,190,1220
ELMWOOD (4140) ( 6.2%),West Jasper Place,Edmonton,9,349,360,2,4488,790,5278,1,187,41705,0.066898453,405,2020,315,45,1365,1425,2.9,2090,640,240,60,250,360,825,1200,2380,69.8,62.3,1000,285,105,215
GLENWOOD (4180) ( 5.5%),West Jasper Place,Edmonton,17,651,672,3,8366,1472,9837,2,648,41705,0.12468529,765,3550,725,160,2530,2670,2.7,3275,1770,745,160,400,970,1415,2055,4435,67.4,61.3,1940,465,180,685
JASPER PARK (4230) ( 10.2%),West Jasper Place,Edmonton,6,220,227,1,2823,497,3320,1,74,41705,0.042081285,270,1270,165,50,835,930,2.7,1265,450,200,40,120,220,440,830,1485,73.7,68.4,735,180,35,360
LA PERLE (4240) ( 5.0%),West Jasper Place,Edmonton,17,659,680,3,8470,1490,9960,2,665,41705,0.126243856,1090,3620,525,40,2600,2665,2.9,3840,1360,440,65,500,750,1235,2195,4180,71,65,2155,310,90,740
MEADOWLARK PARK (4310) ( 7.1%),West Jasper Place,Edmonton,9,343,353,2,4400,774,5174,1,179,41705,0.065579667,320,1760,520,130,1320,1410,2.7,2120,590,175,25,110,305,750,1360,2410,60.4,56.2,1040,175,65,185
SHERWOOD (4500) ( 7.2%),West Jasper Place,Edmonton,4,170,176,1,2188,385,2573,0,44,41705,0.032609999,155,1080,105,15,680,680,2.8,885,430,195,50,125,255,375,570,1200,74.6,69.2,620,120,55,180
SUMMERLEA (4520) ( 5.3%),West Jasper Place,Edmonton,6,242,249,1,3105,546,3651,1,89,41705,0.046277425,215,1355,305,55,940,990,2.7,1190,675,155,65,90,305,525,880,1715,67,62,835,95,100,195
TERRA LOSA (4540) ( 3.8%),West Jasper Place,Edmonton,6,241,248,1,3089,543,3632,1,88,41705,0.046037645,140,1135,565,80,790,1130,2.4,1260,640,85,20,40,225,530,1015,1780,57.9,53.1,705,115,80,205
THORNCLIFF (4560) ( 5.7%),West Jasper Place,Edmonton,12,475,490,2,6097,1073,7170,1,344,41705,0.090876394,765,2625,380,25,1815,1980,3,2300,1295,610,200,470,540,915,1575,3030,68.6,61.7,1140,460,195,440
WEST JASPER PLACE (4580) ( 12.0%),West Jasper Place,Edmonton,10,402,415,2,5164,908,6073,1,247,41705,0.076969188,470,2390,310,40,1610,1600,2.8,1885,1170,450,160,335,665,705,1370,2740,70.3,62,1180,340,105,655
WEST MEADOWLARK PARK (4590) ( 5.6%),West Jasper Place,Edmonton,10,380,392,2,4883,859,5742,1,221,41705,0.072773049,570,2085,320,60,1535,1500,2.8,1985,895,275,155,230,400,755,1305,2460,71.7,66.9,1215,210,170,345
OLIVER (1150) ( 7.2%),Woodcroft East,Edmonton,22,1050,1103,32,10914,1959,12873,3,5548,54135,0.320125612,660,14060,2240,370,8735,8595,2.2,12135,4190,1260,1005,845,1325,3835,11515,16670,74.8,69.5,5730,2670,2515,2650
PRINCE RUPERT (1170) ( 9.5%),Woodcroft East,Edmonton,2,82,86,2,850,153,1003,0,34,54135,0.024937656,130,1095,105,25,715,635,2.8,945,370,100,35,40,200,390,630,1225,73.5,65.3,630,90,60,145
QUEEN MARY PARK (1180) ( 7.9%),Woodcroft East,Edmonton,9,451,474,14,4686,841,5526,1,1023,54135,0.137434192,940,6030,430,35,4030,3410,2.7,3960,3185,1600,290,480,1065,1930,3505,6500,77.6,68.5,2685,985,550,1500
SPRUCE AVENUE (1230) ( 12.0%),Woodcroft East,Edmonton,2,102,108,3,1064,191,1255,0,53,54135,0.031218251,310,1205,155,25,875,810,2.8,1190,430,175,70,295,200,385,800,1385,67.9,60.6,485,180,100,345
WESTWOOD (1250) ( 13.1%),Woodcroft East,Edmonton,4,179,188,5,1858,333,2191,1,161,54135,0.054493396,255,2450,210,40,1685,1265,2.5,1815,920,340,215,340,525,815,1355,2695,70.5,61.6,1040,455,90,745
ATHLONE (3010) ( 3.5%),Woodcroft East,Edmonton,4,202,212,6,2097,376,2473,1,205,54135,0.061512884,550,2385,335,60,1700,1635,3,2230,1035,230,65,245,605,960,1220,2780,69.4,62.2,1365,240,70,220
INGLEWOOD (3240) ( 8.8%),Woodcroft East,Edmonton,8,392,413,12,4081,732,4813,1,776,54135,0.119700748,880,4945,565,90,3370,3105,2.7,4335,1895,815,245,730,1035,1720,2845,5595,73.1,63.4,2315,790,285,1215
PRINCE CHARLES (3350) ( 7.3%),Woodcroft East,Edmonton,2,89,93,3,923,166,1088,0,40,54135,0.027061975,260,1090,105,10,745,725,2.9,1135,330,90,0,280,270,370,570,1205,71,63.1,555,95,90,195
SHERBROOKE (3410) ( 6.1%),Woodcroft East,Edmonton,3,152,160,5,1578,283,1861,0,116,54135,0.046273206,405,1850,215,35,1265,1240,2.8,1960,495,115,50,245,480,620,1005,2105,72.4,63.6,975,205,45,280
WELLINGTON (3430) ( 7.7%),Woodcroft East,Edmonton,4,198,208,6,2056,369,2425,1,197,54135,0.060312183,660,2185,365,50,1680,1590,2.9,2585,630,250,50,290,570,830,1205,2605,66.2,60.7,1180,205,120,530
WESTMOUNT (3440) ( 7.7%),Woodcroft East,Edmonton,8,383,403,12,3986,715,4702,1,740,54135,0.116929897,900,4810,585,35,3085,3245,2.7,4960,1145,320,225,370,555,1235,3645,5430,80,73.5,2685,570,435,760
DOVERCOURT (3170) ( 5.8%),Woodcroft West,Edmonton,3,129,134,1,1551,263,1814,1,176,28525,0.078527607,450,1570,170,50,1190,1045,2.8,1875,310,105,50,165,335,530,915,1780,74.2,67.8,940,160,35,205
GLENORA (3200) ( 6.1%),Woodcroft West,Edmonton,5,215,222,2,2580,437,3017,2,486,28525,0.130587204,665,2445,560,50,1835,1885,3,2890,775,105,60,75,320,620,2115,3060,69.1,64.1,1425,150,135,290
GROVENOR (3210) ( 8.0%),Woodcroft West,Edmonton,3,133,137,2,1596,270,1867,1,186,28525,0.08080631,390,1630,245,35,1120,1185,2.8,1920,340,85,45,115,285,475,1150,1910,73.4,67.1,975,140,60,150
MCQUEEN (3300) ( 5.8%),Woodcroft West,Edmonton,2,98,101,1,1174,199,1373,1,101,28525,0.05942156,305,1200,155,30,850,840,3.1,1310,330,110,55,130,200,400,780,1385,68.1,61.6,635,100,60,135
NORTH GLENORA (3310) ( 5.7%),Woodcroft West,Edmonton,3,114,118,1,1375,233,1607,1,138,28525,0.069588081,345,1430,165,45,985,995,2.8,1655,310,100,15,145,200,325,1115,1645,76.6,71.7,860,115,90,185
WOODCROFT (3450) ( 6.7%),Woodcroft West,Edmonton,3,131,136,2,1576,267,1842,1,181,28525,0.079754601,420,1510,305,45,1035,1240,2.8,1570,605,180,100,110,285,540,1035,1855,64.7,59.6,780,180,95,260
BRITANNIA YOUNGSTOWN (4060) ( 7.6%),Woodcroft West,Edmonton,6,284,293,3,3408,577,3984,2,849,28525,0.17248028,785,3540,520,75,2495,2420,2.7,3285,1515,570,120,440,970,1185,1985,4135,68.9,62.2,1890,365,185,925
CANORA (4090) ( 8.7%),Woodcroft West,Edmonton,4,198,205,2,2383,403,2786,2,415,28525,0.120595968,565,2540,315,15,1905,1535,2.8,2340,1005,370,95,530,605,940,1325,2870,71.1,61.1,1270,330,80,620
HIGH PARK (4200) ( 4.0%),Woodcroft West,Edmonton,2,91,95,1,1098,186,1284,1,88,28525,0.055565294,240,1150,145,50,795,785,2.8,1275,270,55,30,125,340,420,585,1340,69.1,60.6,630,95,30,100
MAYFIELD (4290) ( 2.7%),Woodcroft West,Edmonton,3,119,123,1,1427,241,1668,1,149,28525,0.072217353,325,1450,230,50,1065,990,2.8,1685,355,85,20,205,365,555,810,1730,69.9,65,915,140,10,210
TRUMPETER AREA (4471) ( 2.8%),Woodcroft West,Edmonton,2,69,71,1,828,140,968,1,50,28525,0.041893076,245,900,50,0,615,585,2.8,1000,180,50,20,65,55,205,690,945,85.2,81.5,685,10,10,20
HAWKS RIDGE (4473) ( 0.0%),Woodcroft West,Edmonton,0,18,18,0,211,36,247,0,3,28525,0.010692375,45,265,0,0,155,145,2.6,275,35,10,0,15,0,70,190,265,84.9,83,200,10,0,0
STARLING (4474) ( 3.6%),Woodcroft West,Edmonton,1,38,39,0,457,77,534,0,15,28525,0.023137599,120,520,20,0,315,345,2.7,530,120,40,15,10,30,120,395,545,85.2,83.3,425,0,0,30
KINOKAMAU PLAINS AREA (4475) ( 8.1%),Woodcroft West,Edmonton,0,8,8,0,94,16,109,0,1,28525,0.004732691,10,100,20,0,80,60,3,120,10,0,0,0,25,45,55,120,75,58.3,65,10,10,
beltline,Centre,Calgary,45,1464,1516,6,17214,2130,19344,7,8533,50992,0.409083778,915,18420,1350,180,11270,9595,1.5,13575,6175,1965,1110,515,1260,3585,15105,19945,0.84,0.77,5965,1900,6355,3020
chinatown,Centre,Calgary,3,110,114,0,1296,160,1456,0,48,50992,0.030789143,75,1000,330,165,745,830,1.5,415,1045,160,115,10,410,335,750,1500,0.56,0.52,255,165,325,490
downtown-east-village,Centre,Calgary,4,121,125,1,1423,176,1600,1,58,50992,0.033828836,35,1265,395,30,940,780,1.4,1050,575,80,105,50,265,330,1100,1690,0.63,0.58,455,180,300,410
downtown-west-end,Centre,Calgary,5,148,153,1,1737,215,1952,1,87,50992,0.041280985,115,1735,220,30,1110,990,1.6,1045,950,210,110,20,105,320,1560,1990,0.76,0.7,425,405,315,375
downtown-commercial-core,Centre,Calgary,16,530,548,2,6228,771,6998,2,1117,50992,0.148003608,765,6290,435,55,3970,3575,1.7,2790,3525,1775,1235,180,590,1350,4845,6780,0.77,0.69,1075,1720,1635,1865
eau-claire,Centre,Calgary,3,112,116,0,1320,163,1484,1,50,50992,0.031377471,60,1095,390,50,810,790,1.6,960,515,130,125,15,55,270,1210,1540,0.64,0.57,290,80,435,140
Inglewood,Centre,Calgary,8,270,279,1,3173,393,3565,1,290,50992,0.075403985,390,3105,335,10,1915,1920,1.8,3265,510,95,65,210,235,755,2460,3450,0.83,0.76,1640,270,410,490
Manchester,Centre,Calgary,2,53,54,0,619,77,695,0,11,50992,0.01470819,90,635,30,0,405,345,1.7,375,325,185,50,50,55,180,425,665,0.73,0.62,230,115,55,220
Mission,Centre,Calgary,9,291,301,1,3420,423,3844,1,337,50992,0.081287261,50,3600,410,85,1980,2170,1.4,3260,760,180,130,105,165,750,3180,4100,0.83,0.78,1495,475,960,420
Ramsay,Centre,Calgary,5,148,153,1,1741,215,1957,1,87,50992,0.04137904,305,1655,125,35,1085,1020,2.1,1760,345,60,10,140,220,475,1105,1805,0.82,0.73,780,160,220,240
Scarboro,Centre,Calgary,2,75,78,0,887,110,997,0,23,50992,0.021081738,240,750,55,30,575,500,3.3,925,145,20,10,0,65,165,605,835,0.71,0.62,295,65,95,15
Scarboro/Sunalta West,Centre,Calgary,1,31,32,0,367,45,413,0,4,50992,0.008726859,55,330,55,10,245,195,2.5,325,100,0,20,20,40,100,250,395,0.7,0.65,190,20,20,45
Sunalta,Centre,Calgary,7,226,234,1,2653,328,2981,1,203,50992,0.063049106,330,2775,115,0,1630,1590,1.7,2210,875,325,135,150,170,675,2045,2885,0.87,0.79,1135,545,455,545
bridgeland-riverside,Centre North,Calgary,5,282,301,14,4205,758,4963,1,773,38900,0.141002571,610,4170,605,105,2665,2820,1.8,4090,1265,315,130,225,555,1155,3165,4875,0.73,0.68,1765,510,680,965
crescent-heights,Centre North,Calgary,6,300,320,15,4481,808,5289,1,878,38900,0.150257069,555,4700,540,60,2985,2860,1.8,4170,1490,350,185,160,420,1215,3655,5295,0.81,0.74,2020,510,1030,655
Hillhurst,Centre North,Calgary,5,277,296,14,4136,746,4882,1,748,38900,0.138688946,815,4105,450,20,2610,2790,2,4180,1030,210,190,120,250,800,3530,4585,0.78,0.71,1545,490,825,645
Hounsfield Heights/Brirar Hill,Centre North,Calgary,2,123,131,6,1832,330,2163,0,147,38900,0.061439589,355,1625,340,70,1195,1190,2.3,1915,400,55,70,80,185,485,1370,2035,0.64,0.58,630,225,150,220
Renfrew,Centre North,Calgary,6,339,362,17,5064,913,5977,1,1121,38900,0.169794344,965,5205,370,65,3200,3395,2.1,5430,1110,190,65,255,485,1255,3900,5635,0.81,0.75,2660,530,680,545
Rosedale,Centre North,Calgary,2,83,89,4,1238,223,1461,0,67,38900,0.04151671,260,1140,205,10,795,825,2.7,1310,270,40,30,10,125,235,1000,1355,0.65,0.54,385,45,185,120
St. Andrews Heights,Centre North,Calgary,1,72,77,4,1073,193,1267,0,50,38900,0.035989717,190,1020,160,30,695,705,2.4,1060,270,30,70,40,65,205,940,1210,0.7,0.64,395,140,185,70
Sunnyside​,Centre North,Calgary,4,198,212,10,2963,534,3497,1,384,38900,0.099357326,260,3320,245,40,1900,1965,1.7,3015,660,130,185,95,110,580,2910,3605,0.85,0.78,1145,490,950,400
West Hillhurst,Centre North,Calgary,6,323,345,16,4830,871,5701,1,1020,38900,0.161953728,1075,4545,605,70,3125,3175,2.2,5000,1125,210,175,165,375,880,3970,5225,0.77,0.72,2155,455,710,520
altadore,Centre West,Calgary,9,331,343,3,4827,817,5645,2,773,59540,0.113957004,1360,4990,390,45,3265,3525,2.3,5690,915,255,180,160,340,945,4140,5425,0.8,0.74,2875,455,265,445
bankview,Centre West,Calgary,7,253,262,2,3686,624,4309,1,451,59540,0.087000336,400,4480,290,15,2670,2505,1.6,3930,1095,300,155,210,350,1225,3205,4785,0.85,0.77,2280,620,495,885
currie-barracks,Centre West,Calgary,1,38,39,0,548,93,641,0,10,59540,0.012932482,165,545,60,0,380,395,2.8,580,190,75,0,25,20,105,480,605,0.73,0.69,275,55,25,35
Garrison Woods,Centre West,Calgary,4,134,139,1,1953,331,2284,1,127,59540,0.04610346,565,1920,230,30,1270,1475,2.2,2250,430,85,65,60,100,280,1800,2180,0.78,0.74,2220,165,125,80
Glamorgan,Centre West,Calgary,8,302,313,3,4408,746,5154,2,645,59540,0.104047699,905,4460,765,70,2985,3215,2.2,4615,1510,595,70,200,565,1595,3135,5295,0.74,0.66,2530,425,230,680
Glenbrook,Centre West,Calgary,10,355,368,3,5173,875,6048,2,888,59540,0.122102788,1270,5220,670,105,3535,3740,2.3,5235,1890,585,145,375,795,1700,3505,6000,0.74,0.66,2665,680,270,1055
Glendale,Centre West,Calgary,4,141,146,1,2056,348,2404,1,140,59540,0.048538797,495,2055,305,45,1480,1410,2.6,2325,525,65,45,65,265,685,1445,2395,0.73,0.67,910,340,115,280
Killarney Glengarry,Centre West,Calgary,10,367,380,3,5347,905,6252,2,949,59540,0.126217669,1075,5795,555,90,3680,3840,2.1,5760,1480,470,275,245,665,1345,4430,6440,0.8,0.74,3090,920,310,735
Lakeview,Centre West,Calgary,7,266,276,2,3881,657,4538,2,500,59540,0.09161908,855,3495,945,165,2690,2765,2.4,4535,855,150,65,190,445,1035,3125,4605,0.64,0.58,1895,250,225,425
Lincoln Park,Centre West,Calgary,3,93,97,1,1362,231,1593,1,62,59540,0.032163252,355,1280,210,70,790,1120,1.9,1340,495,115,80,85,180,435,940,1560,0.64,0.56,635,95,95,645
Richmond,Centre West,Calgary,6,232,241,2,3390,574,3964,1,381,59540,0.080030232,735,3625,355,50,2425,2335,2.2,3835,855,210,70,135,305,805,2920,4035,0.8,0.74,1895,490,600,445
Rutland Park​,Centre West,Calgary,3,111,116,1,1626,275,1901,1,88,59540,0.038377561,360,1480,405,40,1040,1250,2.4,1795,475,30,25,45,305,610,1020,1930,0.69,0.63,820,190,95,170
South Calgary,Centre West,Calgary,5,200,207,2,2910,493,3403,1,281,59540,0.068693315,485,3340,235,30,2055,2035,1.9,3285,710,210,90,155,300,770,2540,3605,0.82,0.77,1825,420,255,435
Garrison Green,Centre West,Calgary,2,82,85,1,1195,202,1398,0,47,59540,0.028216325,420,1200,55,0,800,880,2.4,1350,305,60,30,35,60,190,1015,1260,0.82,0.77,720,80,50,95
albert-park-radisson-heights,East,Calgary,19,456,482,8,3734,507,4241,2,686,64245,0.103354347,1140,4840,600,65,3490,3150,2.5,4065,2355,720,220,410,1360,1630,2510,5500,0.72,625,2875,455,265,1240
applewood-park,East,Calgary,19,470,497,8,3852,523,4375,2,730,64245,0.106623084,1265,5010,525,40,3460,3385,3.1,3260,3435,740,145,105,1455,2085,2035,5575,0.74,0.67,2960,600,20,705
dover,East,Calgary,31,749,792,13,6135,833,6968,3,1853,64245,0.169818663,1700,7555,1530,120,5550,5360,2.3,8275,2400,445,230,740,2570,3005,3630,9205,0.66,0.59,4380,760,85,1815
erin-woods,East,Calgary,20,487,515,8,3989,542,4531,2,784,64245,0.11043661,1620,5015,430,25,3510,3585,3,4840,2155,540,95,530,1445,2050,1980,5470,0.76,0.69,3040,495,75,900
Forest Heights,East,Calgary,18,432,457,7,3540,481,4020,2,617,64245,0.097984279,1190,4420,655,40,3225,3070,2.9,3655,2480,745,160,310,1460,1535,2115,5105,0.68,0.6,2215,680,135,955
Forest Lawn,East,Calgary,21,508,537,9,4164,566,4729,2,854,64245,0.115261888,1165,5420,740,85,4095,3310,2.5,5200,2005,665,200,765,2145,2030,2070,6240,0.65,0.56,2510,635,160,1520
Ogden,East,Calgary,24,590,624,10,4836,657,5493,3,1151,64245,0.133862557,1295,6225,1005,70,4505,4095,2.3,7155,1345,345,105,535,1645,2325,3340,7305,0.7,0.64,3620,645,140,1075
Penbrooke Meadows,East,Calgary,24,592,626,10,4850,659,5508,3,1158,64245,0.134251693,1665,6010,895,60,4455,4175,2.8,5460,3010,680,155,505,2265,2235,2460,6965,0.67,0.6,3185,730,60,1270
Southview,East,Calgary,5,125,132,2,1026,139,1166,1,52,64245,0.02840688,265,1290,230,35,1010,810,2.2,14010,330,70,80,125,410,445,705,1555,0.68,0.59,645,155,55,270
bayview,Elbow,Calgary,1,26,27,1,395,93,488,0,11,50890,0.014541167,150,395,155,40,340,405,3,635,100,0,10,15,35,105,450,595,0.55,0.51,210,15,10,10
bel-aire,Elbow,Calgary,0,13,14,0,206,48,254,0,3,50890,0.007565337,40,250,75,20,180,200,2.8,315,65,0,0,0,20,70,260,350,0.56,0.49,120,0,10,15
britannia,Elbow,Calgary,1,25,26,0,387,91,478,0,10,50890,0.014246414,130,495,75,30,365,365,2.7,580,115,20,30,0,40,100,460,600,0.63,0.57,225,30,25,55
chinook-park,Elbow,Calgary,2,53,56,1,820,192,1012,0,46,50890,0.030163097,265,1050,175,45,775,760,2.7,1200,330,90,10,10,105,270,900,1275,0.65,0.6,480,130,65,95
cliff-bungalow,Elbow,Calgary,2,66,69,1,1007,236,1243,0,70,50890,0.037040676,105,1625,145,10,940,945,1.6,1495,345,85,50,85,75,280,1430,1780,0.85,0.81,615,130,580,230
eagle-ridge,Elbow,Calgary,0,11,11,0,168,39,208,0,2,50890,0.006189821,60,175,70,0,150,160,2.8,270,45,0,0,0,20,75,160,250,0.56,0.52,100,10,0,0
elbow-park,Elbow,Calgary,3,119,125,2,1835,430,2265,0,232,50890,0.067498526,770,2260,370,35,1710,1725,3.1,2960,350,15,125,50,190,405,2075,2670,0.68,0.62,1080,95,200,110
elboya,Elbow,Calgary,2,57,59,1,871,204,1075,0,52,50890,0.032029868,290,1115,2220,15,860,775,2.3,1265,285,45,90,15,135,285,920,1345,0.73,0.68,625,110,80,135
erlton,Elbow,Calgary,1,44,47,1,684,160,844,0,32,50890,0.025152289,105,1075,90,15,670,615,1.9,1050,210,45,20,55,65,195,915,1175,0.82,0.75,450,120,195,45
Kelvin Grove,Elbow,Calgary,2,68,71,1,1042,244,1286,0,75,50890,0.038317941,295,1340,245,70,935,1020,2.3,1450,405,110,95,20,140,445,1080,1655,0.69,0.62,790,100,55,180
Lower Mount Royal,Elbow,Calgary,3,111,116,2,1707,400,2107,0,201,50890,0.062782472,115,2815,250,10,1660,1535,1.5,2250,795,250,155,75,200,685,2200,3080,0.83,0.74,1055,385,710,500
Mayfair,Elbow,Calgary,0,17,17,0,254,59,313,0,4,50890,0.009333857,95,330,40,0,230,245,3.2,380,60,0,30,0,15,85,280,380,0.67,0.58,140,15,0,10
Meadowlark Park,Elbow,Calgary,1,22,24,0,345,81,425,0,8,50890,0.012674396,90,480,45,30,345,300,2.4,470,175,30,0,10,50,130,375,555,0.73,0.61,220,65,45,10
North Glenmore Park,Elbow,Calgary,3,90,95,2,1386,325,1711,0,132,50890,0.050992336,435,1770,320,65,1295,1300,2.5,2230,360,15,10,105,235,605,1320,2160,0.69,0.63,1020,120,80,150
Oakridge,Elbow,Calgary,6,202,212,4,3101,726,3828,1,662,50890,0.114069562,910,3690,1145,60,2865,2935,2.5,4515,1240,190,40,120,455,1055,3385,4895,0.65,0.6,2130,285,120,305
Palliser,Elbow,Calgary,3,120,125,2,1838,430,2268,0,233,50890,0.067596777,435,2005,845,160,1660,1780,2,2395,980,210,70,105,255,865,1885,3005,0.59,0.53,1110,220,85,345
Parkhill,Elbow,Calgary,2,60,63,1,919,215,1134,0,58,50890,0.033798389,255,1255,210,0,855,865,2.2,1335,345,95,45,45,110,300,1055,1470,0.74,0.67,620,125,90,220
Pump Hill,Elbow,Calgary,1,50,53,1,772,181,953,0,41,50890,0.028394577,210,830,355,45,670,770,2.5,1070,325,15,45,25,160,280,795,1235,0.54,0.5,455,30,30,125
Rideau Park,Elbow,Calgary,1,22,23,0,334,78,412,0,8,50890,0.012281391,55,405,130,30,320,305,2,530,95,20,0,0,30,75,460,565,0.69,0.59,190,35,50,10
Riverbend​,Elbow,Calgary,10,337,354,7,5182,1214,6396,1,1849,50890,0.190607192,1305,7500,825,75,4935,4765,2.8,7435,2190,325,80,315,1180,2495,4720,8395,0.77,0.71,4705,590,240,390
Roxboro,Elbow,Calgary,0,15,15,0,227,53,280,0,4,50890,0.008351346,55,330,30,0,215,210,2.8,370,60,0,0,0,45,55,270,370,0.65,0.62,130,10,55,15
Upper Mount Royal,Elbow,Calgary,3,87,92,2,1344,315,1658,0,124,50890,0.049420318,320,1835,315,50,1270,1245,2.4,1975,450,65,80,45,165,420,1615,2200,0.66,0.61,730,95,215,205
Windsor Park,Elbow,Calgary,4,154,161,3,2364,554,2918,1,385,50890,0.08695225,510,3365,465,85,2065,2365,1.9,2735,1520,560,170,95,330,960,2625,3915,0.74,0.67,1600,500,335,670
acadia,Fish Creek,Calgary,17,413,434,4,6897,1231,8128,3,1035,105190,0.099201445,1375,7340,1485,235,5245,5185,2.2,7710,2495,695,225,500,1385,2660,5005,9055,0.7,0.61,3880,865,395,1270
bonavista-downs,Fish Creek,Calgary,1,35,37,0,582,104,685,0,7,105190,0.008365814,140,615,115,10,455,425,2.3,770,115,20,0,30,105,235,400,740,0.76,0.71,455,40,10,55
braeside,Fish Creek,Calgary,10,240,252,2,4002,714,4716,2,349,105190,0.057562506,940,4215,835,65,2975,3080,2.4,4680,1315,290,60,135,605,1510,3005,5115,0.72,0.65,2580,355,100,420
canyon-meadows,Fish Creek,Calgary,13,309,325,3,5162,921,6083,2,580,105190,0.074246601,1080,5575,1090,70,3895,3915,2.5,5660,1990,400,155,265,740,1830,4150,6730,0.71,0.63,3025,660,120,495
cedarbrae,Fish Creek,Calgary,10,251,264,3,4190,748,4938,2,382,105190,0.060271889,1000,4395,880,70,3120,3220,2.4,4780,1465,395,100,370,745,1500,3100,5345,0.73,0.65,2665,465,85,700
deer-ridge,Fish Creek,Calgary,7,162,170,2,2710,484,3194,1,160,105190,0.038977089,840,2870,365,30,1975,2120,2.7,3440,620,85,35,190,600,1020,1635,3260,0.76,0.68,1730,250,45,490
deer-run,Fish Creek,Calgary,8,203,213,2,3384,604,3988,1,249,105190,0.048673828,740,3655,690,30,2630,2485,2.5,4240,850,135,30,85,470,1415,2495,4375,0.72,0.66,2310,275,55,290
diamond-cove,Fish Creek,Calgary,1,33,34,0,545,97,643,0,6,105190,0.007842951,110,530,180,10,435,390,2.5,625,200,25,0,10,55,185,480,720,0.62,0.56,335,25,0,35
fairview,Fish Creek,Calgary,6,150,158,2,2505,447,2952,1,137,105190,0.036030041,555,2735,420,85,1945,1845,2.4,2700,975,315,120,110,510,970,1755,3235,0.71,0.65,1530,335,115,325
Haysboro,Fish Creek,Calgary,12,283,298,3,4736,845,5581,2,488,105190,0.06811484,830,5300,835,205,3600,3565,2.1,5215,1780,470,165,170,730,1685,3925,6335,0.74,0.67,2810,860,235,675
Kingsland,Fish Creek,Calgary,8,189,198,2,3153,563,3715,1,216,105190,0.045346516,655,3565,460,90,2385,2385,2.1,2920,1585,560,265,180,580,1210,2320,4110,0.75,0.65,1735,480,315,710
Lake Bonavista,Fish Creek,Calgary,17,416,437,4,6953,1241,8194,3,1052,105190,0.100009507,1695,6645,1985,195,5260,5265,2.6,8800,1645,125,80,250,755,2185,5890,8825,0.65,0.59,3825,615,215,350
Maple Ridge,Fish Creek,Calgary,3,79,83,1,1315,235,1550,1,38,105190,0.018918148,260,1270,420,40,975,1025,2.5,1770,220,0,10,35,160,555,1020,1735,0.64,0.59,790,85,10,55
Parkland,Fish Creek,Calgary,6,149,156,1,2482,443,2925,1,134,105190,0.03569731,575,2335,805,45,1820,1935,2.6,3265,460,10,30,90,320,835,2030,3180,0.6,0.55,1295,155,35,135
Queensland,Fish Creek,Calgary,8,188,197,2,3139,560,3700,1,214,105190,0.045156384,790,3425,495,40,2360,2390,2.6,3840,895,190,15,185,725,1280,1955,3965,0.75,0.69,2195,280,45,465
Southwood,Fish Creek,Calgary,10,246,259,2,4114,734,4849,2,368,105190,0.059178629,925,4520,700,90,3095,3125,2.4,4435,1520,535,270,230,745,1595,2960,5300,0.74,0.68,2485,695,170,570
